"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-APC-A :: CD11c","Comp-APC-Cy7-A :: CD452","Comp-AmCyan-A :: L_D","Comp-BV711-A :: MHCII","Comp-PE-A :: CD11b","Comp-PE-Cy7-A :: Ly6G","Comp-Pacific Blue-A :: Ly6C","Time"
313,246,326,92,79,296,653,758,689,885,869,335,266,226
303,254,306,76,66,293,558,726,704,884,776,176,224,227
271,233,298,108,93,299,703,782,633,788,492,348,262,229
344,260,339,133,101,339,748,747,667,779,630,278,264,229
432,378,292,131,108,309,742,770,676,803,598,232,249,230
515,431,306,169,138,315,732,798,654,852,407,260,297,252
355,296,308,102,88,296,630,754,682,942,862,347,307,254
228,205,285,64,57,290,650,693,629,765,732,164,239,258
244,206,303,211,166,325,691,723,685,800,578,236,249,259
242,184,337,105,89,300,607,797,675,981,876,86,150,266
265,229,297,87,74,303,734,759,576,749,609,205,275,275
221,193,293,83,70,300,642,754,663,877,788,234,358,282
300,261,295,102,87,301,669,789,628,830,671,123,235,286
215,172,321,72,62,300,667,742,632,870,862,352,280,287
341,305,286,88,78,289,618,680,591,770,600,264,262,306
208,177,301,64,59,279,558,645,689,865,580,282,286,308
328,278,303,135,112,308,715,732,606,859,526,272,286,309
188,165,292,118,105,289,571,660,602,757,649,247,246,317
417,367,291,62,56,285,661,680,598,738,426,260,247,322
219,183,307,152,112,349,787,749,693,884,355,211,245,330
149,120,319,115,94,313,601,696,649,776,308,214,654,331
265,230,295,68,63,277,563,682,659,862,674,324,243,355
264,218,310,160,131,312,758,783,665,837,618,270,251,365
250,220,290,73,65,287,595,732,587,879,811,253,239,369
338,288,300,131,115,292,622,748,646,850,894,370,279,369
219,203,276,204,149,351,773,768,691,943,369,223,171,372
213,195,279,109,95,295,566,673,574,818,292,185,242,374
187,171,280,102,81,324,559,664,715,883,681,271,240,377
290,235,316,94,81,296,662,689,620,757,420,247,248,378
332,279,304,149,123,311,757,773,694,899,489,280,232,391
347,312,285,54,50,277,569,600,590,730,299,277,219,397
256,230,285,115,99,298,754,738,652,768,606,284,232,409
192,159,309,107,90,302,558,679,582,865,751,401,229,409
218,183,305,100,89,287,580,750,678,882,839,305,326,420
155,146,272,126,101,320,587,788,651,799,925,292,263,420
348,313,284,74,67,284,554,651,581,833,293,196,265,426
267,238,287,73,67,280,673,716,608,828,776,220,267,429
333,290,295,102,91,288,564,706,708,896,831,338,258,444
342,280,313,158,132,306,736,758,690,940,503,264,298,449
187,159,300,125,110,293,614,710,683,901,773,292,215,456
384,330,298,75,68,283,610,718,718,884,663,321,294,460
208,185,289,53,50,270,545,621,405,807,788,306,247,465
277,238,297,87,75,297,685,659,616,784,467,236,224,483
346,310,285,117,108,278,608,699,689,902,603,280,276,485
449,386,298,142,122,300,697,674,670,763,612,280,277,492
164,138,303,162,134,311,622,674,637,807,560,265,269,496
192,169,291,139,122,292,577,764,691,929,787,273,287,501
226,197,293,154,123,321,681,769,665,882,552,266,274,502
130,111,301,98,82,307,628,696,574,788,701,204,229,513
295,257,294,97,81,307,680,688,653,816,775,261,194,515
299,269,284,135,112,309,726,777,653,852,643,110,209,517
253,217,299,191,151,324,770,737,664,876,389,220,246,517
277,230,309,67,60,286,563,637,667,834,332,225,220,544
186,156,306,118,102,295,581,694,653,869,768,278,225,547
204,155,337,163,124,338,672,771,686,755,528,269,250,548
394,336,300,111,97,294,649,777,641,885,613,250,256,549
308,248,318,139,118,302,738,782,658,899,669,210,286,555
272,241,290,201,165,313,729,769,695,869,594,235,290,558
350,304,295,108,93,296,561,663,703,925,744,233,268,564
210,191,281,87,78,285,617,593,580,800,302,248,243,583
250,221,290,89,79,289,572,704,614,729,278,287,243,591
318,237,343,149,124,309,603,798,663,818,959,284,242,597
223,177,322,98,80,314,695,787,542,911,490,151,241,599
249,224,285,167,144,297,649,745,686,877,865,341,258,608
156,113,353,101,80,323,749,751,667,901,501,220,260,609
444,379,300,157,126,320,750,781,654,857,586,170,255,614
204,148,354,98,77,325,684,755,675,861,688,276,347,624
107,87,316,161,130,317,744,771,672,762,393,303,282,625
372,320,297,116,102,293,682,717,630,785,617,180,244,628
328,281,299,131,97,348,751,774,692,939,636,265,258,629
397,336,302,137,116,302,703,740,692,955,344,205,188,643
147,128,293,135,104,332,774,774,657,791,577,251,232,651
231,181,327,140,112,321,678,753,637,806,460,284,250,655
320,263,312,172,140,314,724,722,682,936,477,264,281,671
365,299,313,165,131,321,776,767,702,852,745,269,222,676
204,171,304,181,154,301,629,737,703,934,887,358,305,678
120,94,324,117,94,319,690,742,648,912,817,249,253,681
146,118,316,47,44,278,590,640,613,870,727,244,205,684
263,232,291,75,65,294,663,639,596,731,450,195,228,686
336,301,285,100,89,287,609,705,605,762,701,252,307,688
264,235,287,130,111,299,668,754,686,859,691,243,403,689
276,247,286,221,175,324,720,682,651,805,639,183,243,714
324,281,295,86,76,289,567,648,677,915,779,320,262,715
159,123,331,123,95,330,693,740,634,899,624,183,235,717
230,216,272,188,159,301,560,639,639,757,430,227,227,765
320,261,314,71,62,290,631,729,614,870,798,244,227,769
257,188,349,194,141,351,737,744,704,919,454,269,261,776
321,259,317,104,89,301,610,739,703,916,766,244,209,802
333,256,332,135,107,321,747,782,665,844,477,140,354,805
283,264,274,107,95,290,577,616,604,761,453,225,225,808
332,285,298,114,96,305,602,748,700,894,751,191,259,812
308,272,289,111,99,287,641,719,691,885,785,398,315,815
368,327,289,143,118,310,710,743,630,846,591,268,266,829
261,227,294,129,105,312,700,757,672,767,581,231,263,829
437,386,290,154,133,297,763,755,659,872,598,219,224,831
250,210,305,102,92,284,645,753,638,901,839,246,242,837
344,314,280,135,117,296,688,766,601,795,533,246,255,840
433,357,310,114,97,301,722,743,652,882,563,282,253,840
163,144,290,160,124,330,668,672,700,762,459,236,228,863
506,417,310,119,103,296,719,737,668,936,399,224,248,866
303,259,299,85,77,284,594,671,659,878,814,350,310,883
215,189,291,163,143,292,607,731,688,909,762,271,251,892
213,126,433,172,107,411,715,781,686,900,482,243,289,894
288,249,295,101,86,301,696,738,606,839,597,155,244,894
216,194,284,111,98,289,632,714,659,870,799,251,247,894
231,193,306,120,102,301,705,746,636,792,583,241,244,901
276,245,289,100,88,290,607,671,611,810,592,270,222,916
382,323,302,86,76,287,555,661,716,924,583,483,331,930
346,280,316,204,164,317,632,800,642,765,504,261,290,931
272,242,288,136,108,323,729,764,683,756,637,298,258,936
231,214,276,157,137,293,549,640,683,874,748,263,226,938
274,239,293,144,112,330,658,754,684,863,660,212,303,959
264,232,292,75,64,299,601,675,658,830,525,245,261,964
148,111,343,76,66,297,632,720,617,843,786,185,219,966
220,192,293,72,61,303,606,652,550,778,307,218,241,967
276,248,286,105,93,287,591,733,682,873,745,274,280,973
190,151,321,89,73,312,689,615,606,743,661,247,233,979
157,134,299,87,76,295,614,656,587,743,495,236,248,979
256,214,306,111,95,301,577,785,674,911,832,185,222,982
247,201,314,102,80,325,699,751,692,918,602,260,259,985
204,188,277,86,77,284,611,725,572,833,566,277,227,993
244,227,274,125,109,291,586,602,617,762,280,276,218,1000
284,234,310,69,61,290,630,669,529,753,309,192,231,1014
171,148,295,107,91,302,677,693,597,736,557,239,225,1020
320,299,274,87,72,309,733,762,619,869,554,207,210,1023
258,231,286,135,114,304,695,764,664,835,515,213,223,1023
301,263,292,149,126,302,581,681,717,910,730,320,375,1023
244,227,276,133,116,293,562,640,591,760,313,222,267,1023
331,288,295,139,117,305,717,691,671,818,560,235,244,1023
